model,metric,concept,block,attn,impact
audioldm2,clap_1_mean,violin,up1tf1,0,0.0
audioldm2,clap_1_mean,violin,up1tf1,1,0.0
audioldm2,clap_1_mean,violin,up1tf2,0,0.0
audioldm2,clap_1_mean,violin,up1tf2,1,0.0
audioldm2,clap_1_mean,violin,up1tf5,0,0.14876
audioldm2,clap_1_mean,violin,up1tf5,1,0.041322
audioldm2,clap_1_mean,violin,up1tf6,0,0.0
audioldm2,clap_1_mean,violin,up1tf6,1,0.0
audioldm2,clap_1_mean,violin,up1tf9,0,0.066116
audioldm2,clap_1_mean,violin,up1tf9,1,0.066116
audioldm2,clap_1_mean,violin,up1tf10,0,0.702479
audioldm2,clap_1_mean,violin,up1tf10,1,0.0
audioldm2,clap_1_mean,violin,up2tf1,0,0.0
audioldm2,clap_1_mean,violin,up2tf1,1,0.0
audioldm2,clap_1_mean,violin,up2tf2,0,0.0
audioldm2,clap_1_mean,violin,up2tf2,1,0.0
audioldm2,clap_1_mean,violin,up2tf5,0,0.0
audioldm2,clap_1_mean,violin,up2tf5,1,0.0
audioldm2,clap_1_mean,violin,up2tf6,0,0.0
audioldm2,clap_1_mean,violin,up2tf6,1,0.0
audioldm2,clap_1_mean,violin,up2tf9,0,0.0
audioldm2,clap_1_mean,violin,up2tf9,1,0.0
audioldm2,clap_1_mean,violin,up2tf10,0,0.0
audioldm2,clap_1_mean,violin,up2tf10,1,0.0
stableaudio,clap_1_mean,fast,tf0,0,0.0
stableaudio,clap_1_mean,fast,tf1,0,0.0
stableaudio,clap_1_mean,fast,tf2,0,0.0
stableaudio,clap_1_mean,fast,tf3,0,0.0
stableaudio,clap_1_mean,fast,tf4,0,0.2
stableaudio,clap_1_mean,fast,tf5,0,0.012903
stableaudio,clap_1_mean,fast,tf6,0,0.0
stableaudio,clap_1_mean,fast,tf7,0,0.0
stableaudio,clap_1_mean,fast,tf8,0,0.012903
stableaudio,clap_1_mean,fast,tf9,0,0.0
stableaudio,clap_1_mean,fast,tf10,0,0.0
stableaudio,clap_1_mean,fast,tf11,0,0.051613
stableaudio,clap_1_mean,fast,tf12,0,0.380645
stableaudio,clap_1_mean,fast,tf13,0,0.083871
stableaudio,clap_1_mean,fast,tf14,0,0.012903
stableaudio,clap_1_mean,fast,tf15,0,0.025806
stableaudio,clap_1_mean,fast,tf16,0,0.025806
stableaudio,clap_1_mean,fast,tf17,0,0.006452
stableaudio,clap_1_mean,fast,tf18,0,0.006452
stableaudio,clap_1_mean,fast,tf19,0,0.0
stableaudio,clap_1_mean,fast,tf20,0,0.0
stableaudio,clap_1_mean,fast,tf21,0,0.109677
stableaudio,clap_1_mean,fast,tf22,0,0.103226
stableaudio,clap_1_mean,fast,tf23,0,0.006452
stableaudio,clap_1_mean,female,tf0,0,0.0
stableaudio,clap_1_mean,female,tf1,0,0.0
stableaudio,clap_1_mean,female,tf2,0,0.0
stableaudio,clap_1_mean,female,tf3,0,0.0
stableaudio,clap_1_mean,female,tf4,0,0.0
stableaudio,clap_1_mean,female,tf5,0,0.0
stableaudio,clap_1_mean,female,tf6,0,0.11
stableaudio,clap_1_mean,female,tf7,0,0.0
stableaudio,clap_1_mean,female,tf8,0,0.005
stableaudio,clap_1_mean,female,tf9,0,0.01
stableaudio,clap_1_mean,female,tf10,0,0.005
stableaudio,clap_1_mean,female,tf11,0,0.84
stableaudio,clap_1_mean,female,tf12,0,0.05
stableaudio,clap_1_mean,female,tf13,0,0.0
stableaudio,clap_1_mean,female,tf14,0,0.0
stableaudio,clap_1_mean,female,tf15,0,0.0
stableaudio,clap_1_mean,female,tf16,0,0.0
stableaudio,clap_1_mean,female,tf17,0,0.0
stableaudio,clap_1_mean,female,tf18,0,0.0
stableaudio,clap_1_mean,female,tf19,0,0.0
stableaudio,clap_1_mean,female,tf20,0,0.0
stableaudio,clap_1_mean,female,tf21,0,0.0
stableaudio,clap_1_mean,female,tf22,0,0.0
stableaudio,clap_1_mean,female,tf23,0,0.0
stableaudio,clap_1_mean,flute,tf0,0,0.0
stableaudio,clap_1_mean,flute,tf1,0,0.0
stableaudio,clap_1_mean,flute,tf2,0,0.0
stableaudio,clap_1_mean,flute,tf3,0,0.0
stableaudio,clap_1_mean,flute,tf4,0,0.026549
stableaudio,clap_1_mean,flute,tf5,0,0.00885
stableaudio,clap_1_mean,flute,tf6,0,0.0
stableaudio,clap_1_mean,flute,tf7,0,0.0
stableaudio,clap_1_mean,flute,tf8,0,0.0
stableaudio,clap_1_mean,flute,tf9,0,0.0
stableaudio,clap_1_mean,flute,tf10,0,0.0
stableaudio,clap_1_mean,flute,tf11,0,0.0
stableaudio,clap_1_mean,flute,tf12,0,0.929204
stableaudio,clap_1_mean,flute,tf13,0,0.123894
stableaudio,clap_1_mean,flute,tf14,0,0.00885
stableaudio,clap_1_mean,flute,tf15,0,0.0
stableaudio,clap_1_mean,flute,tf16,0,0.0
stableaudio,clap_1_mean,flute,tf17,0,0.0
stableaudio,clap_1_mean,flute,tf18,0,0.017699
stableaudio,clap_1_mean,flute,tf19,0,0.00885
stableaudio,clap_1_mean,flute,tf20,0,0.0
stableaudio,clap_1_mean,flute,tf21,0,0.00885
stableaudio,clap_1_mean,flute,tf22,0,0.00885
stableaudio,clap_1_mean,flute,tf23,0,0.0
stableaudio,clap_1_mean,guitar,tf0,0,0.061475
stableaudio,clap_1_mean,guitar,tf1,0,0.057377
stableaudio,clap_1_mean,guitar,tf2,0,0.057377
stableaudio,clap_1_mean,guitar,tf3,0,0.057377
stableaudio,clap_1_mean,guitar,tf4,0,0.081967
stableaudio,clap_1_mean,guitar,tf5,0,0.053279
stableaudio,clap_1_mean,guitar,tf6,0,0.028689
stableaudio,clap_1_mean,guitar,tf7,0,0.04918
stableaudio,clap_1_mean,guitar,tf8,0,0.0
stableaudio,clap_1_mean,guitar,tf9,0,0.106557
stableaudio,clap_1_mean,guitar,tf10,0,0.012295
stableaudio,clap_1_mean,guitar,tf11,0,0.081967
stableaudio,clap_1_mean,guitar,tf12,0,0.942623
stableaudio,clap_1_mean,guitar,tf13,0,0.077869
stableaudio,clap_1_mean,guitar,tf14,0,0.057377
stableaudio,clap_1_mean,guitar,tf15,0,0.061475
stableaudio,clap_1_mean,guitar,tf16,0,0.069672
stableaudio,clap_1_mean,guitar,tf17,0,0.053279
stableaudio,clap_1_mean,guitar,tf18,0,0.053279
stableaudio,clap_1_mean,guitar,tf19,0,0.065574
stableaudio,clap_1_mean,guitar,tf20,0,0.053279
stableaudio,clap_1_mean,guitar,tf21,0,0.053279
stableaudio,clap_1_mean,guitar,tf22,0,0.036885
stableaudio,clap_1_mean,guitar,tf23,0,0.057377
stableaudio,clap_1_mean,happy,tf0,0,0.0
stableaudio,clap_1_mean,happy,tf1,0,0.0
stableaudio,clap_1_mean,happy,tf2,0,0.0
stableaudio,clap_1_mean,happy,tf3,0,0.0
stableaudio,clap_1_mean,happy,tf4,0,0.034483
stableaudio,clap_1_mean,happy,tf5,0,0.034483
stableaudio,clap_1_mean,happy,tf6,0,0.0
stableaudio,clap_1_mean,happy,tf7,0,0.0
stableaudio,clap_1_mean,happy,tf8,0,0.0
stableaudio,clap_1_mean,happy,tf9,0,0.0
stableaudio,clap_1_mean,happy,tf10,0,0.103448
stableaudio,clap_1_mean,happy,tf11,0,0.0
stableaudio,clap_1_mean,happy,tf12,0,0.206897
stableaudio,clap_1_mean,happy,tf13,0,0.241379
stableaudio,clap_1_mean,happy,tf14,0,0.034483
stableaudio,clap_1_mean,happy,tf15,0,0.068966
stableaudio,clap_1_mean,happy,tf16,0,0.0
stableaudio,clap_1_mean,happy,tf17,0,0.0
stableaudio,clap_1_mean,happy,tf18,0,0.068966
stableaudio,clap_1_mean,happy,tf19,0,0.0
stableaudio,clap_1_mean,happy,tf20,0,0.034483
stableaudio,clap_1_mean,happy,tf21,0,0.068966
stableaudio,clap_1_mean,happy,tf22,0,0.0
stableaudio,clap_1_mean,happy,tf23,0,0.0
stableaudio,clap_1_mean,male,tf0,0,0.0
stableaudio,clap_1_mean,male,tf1,0,0.0
stableaudio,clap_1_mean,male,tf2,0,0.0
stableaudio,clap_1_mean,male,tf3,0,0.0
stableaudio,clap_1_mean,male,tf4,0,0.0
stableaudio,clap_1_mean,male,tf5,0,0.0
stableaudio,clap_1_mean,male,tf6,0,0.051948
stableaudio,clap_1_mean,male,tf7,0,0.025974
stableaudio,clap_1_mean,male,tf8,0,0.0
stableaudio,clap_1_mean,male,tf9,0,0.012987
stableaudio,clap_1_mean,male,tf10,0,0.012987
stableaudio,clap_1_mean,male,tf11,0,0.493506
stableaudio,clap_1_mean,male,tf12,0,0.012987
stableaudio,clap_1_mean,male,tf13,0,0.038961
stableaudio,clap_1_mean,male,tf14,0,0.012987
stableaudio,clap_1_mean,male,tf15,0,0.0
stableaudio,clap_1_mean,male,tf16,0,0.0
stableaudio,clap_1_mean,male,tf17,0,0.0
stableaudio,clap_1_mean,male,tf18,0,0.0
stableaudio,clap_1_mean,male,tf19,0,0.0
stableaudio,clap_1_mean,male,tf20,0,0.0
stableaudio,clap_1_mean,male,tf21,0,0.0
stableaudio,clap_1_mean,male,tf22,0,0.0
stableaudio,clap_1_mean,male,tf23,0,0.0
stableaudio,clap_1_mean,maracas,tf0,0,0.0
stableaudio,clap_1_mean,maracas,tf1,0,0.020833
stableaudio,clap_1_mean,maracas,tf2,0,0.0
stableaudio,clap_1_mean,maracas,tf3,0,0.0
stableaudio,clap_1_mean,maracas,tf4,0,0.291667
stableaudio,clap_1_mean,maracas,tf5,0,0.083333
stableaudio,clap_1_mean,maracas,tf6,0,0.083333
stableaudio,clap_1_mean,maracas,tf7,0,0.0
stableaudio,clap_1_mean,maracas,tf8,0,0.104167
stableaudio,clap_1_mean,maracas,tf9,0,0.0625
stableaudio,clap_1_mean,maracas,tf10,0,0.041667
stableaudio,clap_1_mean,maracas,tf11,0,0.0
stableaudio,clap_1_mean,maracas,tf12,0,0.895833
stableaudio,clap_1_mean,maracas,tf13,0,0.0
stableaudio,clap_1_mean,maracas,tf14,0,0.0625
stableaudio,clap_1_mean,maracas,tf15,0,0.0
stableaudio,clap_1_mean,maracas,tf16,0,0.0
stableaudio,clap_1_mean,maracas,tf17,0,0.0
stableaudio,clap_1_mean,maracas,tf18,0,0.020833
stableaudio,clap_1_mean,maracas,tf19,0,0.0
stableaudio,clap_1_mean,maracas,tf20,0,0.0
stableaudio,clap_1_mean,maracas,tf21,0,0.083333
stableaudio,clap_1_mean,maracas,tf22,0,0.0
stableaudio,clap_1_mean,maracas,tf23,0,0.0
stableaudio,clap_1_mean,reggae,tf0,0,0.0
stableaudio,clap_1_mean,reggae,tf1,0,0.0
stableaudio,clap_1_mean,reggae,tf2,0,0.0
stableaudio,clap_1_mean,reggae,tf3,0,0.0
stableaudio,clap_1_mean,reggae,tf4,0,0.087719
stableaudio,clap_1_mean,reggae,tf5,0,0.070175
stableaudio,clap_1_mean,reggae,tf6,0,0.0
stableaudio,clap_1_mean,reggae,tf7,0,0.087719
stableaudio,clap_1_mean,reggae,tf8,0,0.122807
stableaudio,clap_1_mean,reggae,tf9,0,0.070175
stableaudio,clap_1_mean,reggae,tf10,0,0.052632
stableaudio,clap_1_mean,reggae,tf11,0,0.649123
stableaudio,clap_1_mean,reggae,tf12,0,0.245614
stableaudio,clap_1_mean,reggae,tf13,0,0.157895
stableaudio,clap_1_mean,reggae,tf14,0,0.017544
stableaudio,clap_1_mean,reggae,tf15,0,0.105263
stableaudio,clap_1_mean,reggae,tf16,0,0.035088
stableaudio,clap_1_mean,reggae,tf17,0,0.105263
stableaudio,clap_1_mean,reggae,tf18,0,0.22807
stableaudio,clap_1_mean,reggae,tf19,0,0.017544
stableaudio,clap_1_mean,reggae,tf20,0,0.0
stableaudio,clap_1_mean,reggae,tf21,0,0.035088
stableaudio,clap_1_mean,reggae,tf22,0,0.017544
stableaudio,clap_1_mean,reggae,tf23,0,0.0
stableaudio,clap_2_mean,sad,tf0,0,0.0625
stableaudio,clap_2_mean,sad,tf1,0,0.0
stableaudio,clap_2_mean,sad,tf2,0,0.0
stableaudio,clap_2_mean,sad,tf3,0,0.0625
stableaudio,clap_2_mean,sad,tf4,0,0.1875
stableaudio,clap_2_mean,sad,tf5,0,0.1875
stableaudio,clap_2_mean,sad,tf6,0,0.0
stableaudio,clap_2_mean,sad,tf7,0,0.125
stableaudio,clap_2_mean,sad,tf8,0,0.0625
stableaudio,clap_2_mean,sad,tf9,0,0.0
stableaudio,clap_2_mean,sad,tf10,0,0.0625
stableaudio,clap_2_mean,sad,tf11,0,0.125
stableaudio,clap_2_mean,sad,tf12,0,1.3125
stableaudio,clap_2_mean,sad,tf13,0,0.125
stableaudio,clap_2_mean,sad,tf14,0,0.125
stableaudio,clap_2_mean,sad,tf15,0,0.0625
stableaudio,clap_2_mean,sad,tf16,0,0.0
stableaudio,clap_2_mean,sad,tf17,0,0.0625
stableaudio,clap_2_mean,sad,tf18,0,0.3125
stableaudio,clap_2_mean,sad,tf19,0,0.0
stableaudio,clap_2_mean,sad,tf20,0,0.0
stableaudio,clap_2_mean,sad,tf21,0,0.0
stableaudio,clap_2_mean,sad,tf22,0,0.0
stableaudio,clap_2_mean,sad,tf23,0,0.0
stableaudio,clap_2_mean,slow,tf0,0,0.013699
stableaudio,clap_2_mean,slow,tf1,0,0.013699
stableaudio,clap_2_mean,slow,tf2,0,0.013699
stableaudio,clap_2_mean,slow,tf3,0,0.013699
stableaudio,clap_2_mean,slow,tf4,0,0.178082
stableaudio,clap_2_mean,slow,tf5,0,0.30137
stableaudio,clap_2_mean,slow,tf6,0,0.0
stableaudio,clap_2_mean,slow,tf7,0,0.082192
stableaudio,clap_2_mean,slow,tf8,0,0.150685
stableaudio,clap_2_mean,slow,tf9,0,0.054795
stableaudio,clap_2_mean,slow,tf10,0,0.150685
stableaudio,clap_2_mean,slow,tf11,0,0.013699
stableaudio,clap_2_mean,slow,tf12,0,0.575342
stableaudio,clap_2_mean,slow,tf13,0,0.232877
stableaudio,clap_2_mean,slow,tf14,0,0.082192
stableaudio,clap_2_mean,slow,tf15,0,0.136986
stableaudio,clap_2_mean,slow,tf16,0,0.287671
stableaudio,clap_2_mean,slow,tf17,0,0.068493
stableaudio,clap_2_mean,slow,tf18,0,0.054795
stableaudio,clap_2_mean,slow,tf19,0,0.0
stableaudio,clap_2_mean,slow,tf20,0,0.0
stableaudio,clap_2_mean,slow,tf21,0,0.109589
stableaudio,clap_2_mean,slow,tf22,0,0.082192
stableaudio,clap_2_mean,slow,tf23,0,0.013699
stableaudio,clap_1_mean,techno,tf0,0,0.086957
stableaudio,clap_1_mean,techno,tf1,0,0.094203
stableaudio,clap_1_mean,techno,tf2,0,0.086957
stableaudio,clap_1_mean,techno,tf3,0,0.086957
stableaudio,clap_1_mean,techno,tf4,0,0.036232
stableaudio,clap_1_mean,techno,tf5,0,0.036232
stableaudio,clap_1_mean,techno,tf6,0,0.0
stableaudio,clap_1_mean,techno,tf7,0,0.086957
stableaudio,clap_1_mean,techno,tf8,0,0.072464
stableaudio,clap_1_mean,techno,tf9,0,0.181159
stableaudio,clap_1_mean,techno,tf10,0,0.094203
stableaudio,clap_1_mean,techno,tf11,0,0.384058
stableaudio,clap_1_mean,techno,tf12,0,0.0
stableaudio,clap_1_mean,techno,tf13,0,0.318841
stableaudio,clap_1_mean,techno,tf14,0,0.108696
stableaudio,clap_1_mean,techno,tf15,0,0.065217
stableaudio,clap_1_mean,techno,tf16,0,0.086957
stableaudio,clap_1_mean,techno,tf17,0,0.094203
stableaudio,clap_1_mean,techno,tf18,0,0.028986
stableaudio,clap_1_mean,techno,tf19,0,0.137681
stableaudio,clap_1_mean,techno,tf20,0,0.101449
stableaudio,clap_1_mean,techno,tf21,0,0.123188
stableaudio,clap_1_mean,techno,tf22,0,0.15942
stableaudio,clap_1_mean,techno,tf23,0,0.094203
stableaudio,clap_1_mean,violin,tf0,0,0.0
stableaudio,clap_1_mean,violin,tf1,0,0.0
stableaudio,clap_1_mean,violin,tf2,0,0.0
stableaudio,clap_1_mean,violin,tf3,0,0.0
stableaudio,clap_1_mean,violin,tf4,0,0.010417
stableaudio,clap_1_mean,violin,tf5,0,0.03125
stableaudio,clap_1_mean,violin,tf6,0,0.0
stableaudio,clap_1_mean,violin,tf7,0,0.010417
stableaudio,clap_1_mean,violin,tf8,0,0.03125
stableaudio,clap_1_mean,violin,tf9,0,0.0
stableaudio,clap_1_mean,violin,tf10,0,0.010417
stableaudio,clap_1_mean,violin,tf11,0,0.020833
stableaudio,clap_1_mean,violin,tf12,0,0.583333
stableaudio,clap_1_mean,violin,tf13,0,0.0
stableaudio,clap_1_mean,violin,tf14,0,0.052083
stableaudio,clap_1_mean,violin,tf15,0,0.0
stableaudio,clap_1_mean,violin,tf16,0,0.0
stableaudio,clap_1_mean,violin,tf17,0,0.0
stableaudio,clap_1_mean,violin,tf18,0,0.0
stableaudio,clap_1_mean,violin,tf19,0,0.020833
stableaudio,clap_1_mean,violin,tf20,0,0.0
stableaudio,clap_1_mean,violin,tf21,0,0.0
stableaudio,clap_1_mean,violin,tf22,0,0.010417
stableaudio,clap_1_mean,violin,tf23,0,0.0
