cell,concept,alpha,content_enjoyment,content_usefulness,production_complexity,production_quality
tokemb_all,vocal_gender,5.6653,6.839513,7.341849,6.045729,7.510572
tokemb_loc,vocal_gender,-9.583,7.104732,7.461362,5.943881,7.619122
tokemb_loc,vocal_gender,-8.9441,7.060864,7.47016,5.888356,7.611663
tokemb_loc,vocal_gender,-8.3053,7.054876,7.459901,5.881697,7.624637
tokemb_loc,vocal_gender,-7.6664,7.008514,7.433837,5.849791,7.572365
tokemb_loc,vocal_gender,-7.0275,6.987386,7.432675,5.843531,7.586792
tokemb_loc,vocal_gender,-6.3887,6.966494,7.412596,5.852333,7.561855
tokemb_loc,vocal_gender,-5.7498,6.844173,7.347288,5.815989,7.500585
tokemb_loc,vocal_gender,-5.1109,6.77828,7.296582,5.805744,7.466777
tokemb_loc,vocal_gender,-4.4721,6.750603,7.261576,5.81386,7.450731
tokemb_loc,vocal_gender,-3.8332,6.730818,7.246528,5.810405,7.435633
tokemb_loc,vocal_gender,-3.1943,6.70518,7.193934,5.784527,7.400566
tokemb_loc,vocal_gender,-2.5555,6.679361,7.178927,5.778063,7.388426
tokemb_loc,vocal_gender,-1.9166,6.662907,7.184728,5.783083,7.390872
tokemb_loc,vocal_gender,-1.2777,6.679336,7.185396,5.77187,7.389715
tokemb_loc,vocal_gender,-0.6389,6.731637,7.227364,5.796443,7.41895
tokemb_loc,vocal_gender,0.0,6.804934,7.313469,5.8279,7.450903
tokemb_loc,vocal_gender,0.3632,6.752553,7.265264,5.817825,7.45203
tokemb_loc,vocal_gender,0.7264,6.744065,7.26082,5.795694,7.432938
tokemb_loc,vocal_gender,1.0896,6.750947,7.264238,5.829447,7.43554
tokemb_loc,vocal_gender,1.4528,6.750753,7.265088,5.847196,7.420706
tokemb_loc,vocal_gender,1.816,6.777733,7.285319,5.865596,7.450513
tokemb_loc,vocal_gender,2.1792,6.804105,7.308918,5.887215,7.465199
tokemb_loc,vocal_gender,2.5424,6.811101,7.320441,5.925892,7.46651
tokemb_loc,vocal_gender,2.9057,6.794964,7.323295,5.985295,7.477197
tokemb_loc,vocal_gender,3.2689,6.798955,7.303703,5.940981,7.468945
tokemb_loc,vocal_gender,3.6321,6.735576,7.267389,5.927093,7.439956
tokemb_loc,vocal_gender,3.9953,6.712524,7.269251,5.998174,7.404869
tokemb_loc,vocal_gender,4.3585,6.716108,7.2701,6.010962,7.417672
tokemb_loc,vocal_gender,4.7217,6.689551,7.254489,6.032501,7.40875
tokemb_loc,vocal_gender,5.0849,6.664681,7.242041,6.09514,7.372273
tokemb_loc,vocal_gender,5.4481,6.609817,7.20768,6.070167,7.312076
freesliders_all,vocal_gender,-2.9536,6.812623,7.265736,5.848668,7.433625
freesliders_all,vocal_gender,-2.7567,6.830999,7.284485,5.882791,7.454232
freesliders_all,vocal_gender,-2.5598,6.805918,7.307766,5.853501,7.475165
freesliders_all,vocal_gender,-2.3629,6.784706,7.281704,5.860841,7.461129
freesliders_all,vocal_gender,-2.166,6.820651,7.307601,5.84151,7.476371
freesliders_all,vocal_gender,-1.9691,6.800863,7.315075,5.857162,7.500158
freesliders_all,vocal_gender,-1.7722,6.838107,7.330126,5.874426,7.509017
freesliders_all,vocal_gender,-1.5753,6.80489,7.324863,5.870138,7.48911
freesliders_all,vocal_gender,-1.3783,6.823384,7.331645,5.863203,7.499958
freesliders_all,vocal_gender,-1.1814,6.847321,7.33518,5.867581,7.491215
freesliders_all,vocal_gender,-0.9845,6.8356,7.336597,5.86247,7.497029
freesliders_all,vocal_gender,-0.7876,6.826529,7.32198,5.841109,7.489691
freesliders_all,vocal_gender,-0.5907,6.822368,7.305147,5.837116,7.458533
freesliders_all,vocal_gender,-0.3938,6.804968,7.299662,5.841452,7.448443
freesliders_all,vocal_gender,-0.1969,6.826134,7.316368,5.843694,7.46537
freesliders_all,vocal_gender,0.0,6.804934,7.313469,5.8279,7.450903
freesliders_all,vocal_gender,0.1888,6.823495,7.336397,5.804474,7.47756
freesliders_all,vocal_gender,0.3777,6.804927,7.331557,5.798276,7.463855
freesliders_all,vocal_gender,0.5665,6.793566,7.343799,5.782126,7.485359
freesliders_all,vocal_gender,0.7553,6.826198,7.373449,5.817672,7.509266
freesliders_all,vocal_gender,0.9441,6.833234,7.386148,5.817842,7.520665
freesliders_all,vocal_gender,1.133,6.854504,7.393152,5.834198,7.531745
freesliders_all,vocal_gender,1.3218,6.850475,7.406721,5.775026,7.554683
freesliders_all,vocal_gender,1.5106,6.850447,7.411977,5.807165,7.552086
freesliders_all,vocal_gender,1.6994,6.845226,7.39259,5.799884,7.539013
freesliders_all,vocal_gender,1.8883,6.865927,7.423102,5.793938,7.571586
freesliders_all,vocal_gender,2.0771,6.854653,7.4273,5.761623,7.569953
freesliders_all,vocal_gender,2.2659,6.847525,7.416186,5.742438,7.562782
freesliders_all,vocal_gender,2.4547,6.862221,7.438354,5.757774,7.562843
freesliders_all,vocal_gender,2.6436,6.860972,7.437461,5.747549,7.584015
freesliders_all,vocal_gender,2.8324,6.824613,7.401469,5.731643,7.53157
freesliders_loc,vocal_gender,-3.0957,6.837467,7.291425,5.849291,7.452261
freesliders_loc,vocal_gender,-2.8893,6.824696,7.298264,5.860521,7.46886
freesliders_loc,vocal_gender,-2.6829,6.798541,7.298185,5.853892,7.480235
freesliders_loc,vocal_gender,-2.4766,6.807284,7.297992,5.830381,7.467555
freesliders_loc,vocal_gender,-2.2702,6.797563,7.315508,5.844798,7.508836
freesliders_loc,vocal_gender,-2.0638,6.826359,7.32299,5.857535,7.509114
freesliders_loc,vocal_gender,-1.8574,6.790682,7.312138,5.844007,7.486233
freesliders_loc,vocal_gender,-1.651,6.793893,7.313062,5.842944,7.48524
freesliders_loc,vocal_gender,-1.4447,6.803958,7.31158,5.838092,7.462257
freesliders_loc,vocal_gender,-1.2383,6.808028,7.315922,5.842388,7.471015
freesliders_loc,vocal_gender,-1.0319,6.790759,7.318741,5.847581,7.48343
freesliders_loc,vocal_gender,-0.8255,6.79923,7.321334,5.827611,7.481446
freesliders_loc,vocal_gender,-0.6191,6.79892,7.313286,5.824128,7.47356
freesliders_loc,vocal_gender,-0.4128,6.826267,7.317058,5.84467,7.468026
freesliders_loc,vocal_gender,-0.2064,6.814233,7.299098,5.851839,7.464976
freesliders_loc,vocal_gender,0.0,6.804934,7.313469,5.8279,7.450903
freesliders_loc,vocal_gender,0.1894,6.81157,7.33896,5.80625,7.472694
freesliders_loc,vocal_gender,0.3788,6.819132,7.318698,5.806287,7.456885
freesliders_loc,vocal_gender,0.5682,6.82009,7.355238,5.812011,7.478597
freesliders_loc,vocal_gender,0.7575,6.821653,7.377295,5.80484,7.519419
freesliders_loc,vocal_gender,0.9469,6.843647,7.395191,5.833665,7.527388
freesliders_loc,vocal_gender,1.1363,6.860677,7.404031,5.809155,7.532519
freesliders_loc,vocal_gender,1.3257,6.863522,7.404902,5.819083,7.541837
freesliders_loc,vocal_gender,1.5151,6.86045,7.407164,5.82841,7.554339
freesliders_loc,vocal_gender,1.7045,6.853773,7.384596,5.79257,7.527579
freesliders_loc,vocal_gender,1.8939,6.84103,7.388706,5.764567,7.519549
freesliders_loc,vocal_gender,2.0833,6.864669,7.422456,5.764188,7.558862
freesliders_loc,vocal_gender,2.2726,6.868843,7.417534,5.749419,7.553251
freesliders_loc,vocal_gender,2.462,6.853089,7.425363,5.720158,7.557109
freesliders_loc,vocal_gender,2.6514,6.856701,7.413198,5.734661,7.548726
freesliders_loc,vocal_gender,2.8408,6.854104,7.388523,5.673935,7.531775
cs_all,vocal_gender,-0.6789,5.935503,6.838982,5.863924,7.001857
cs_all,vocal_gender,-0.6336,6.000052,6.879266,5.86837,7.042839
cs_all,vocal_gender,-0.5884,6.050991,6.907612,5.868593,7.065557
cs_all,vocal_gender,-0.5431,6.172683,6.956544,5.868945,7.127844
cs_all,vocal_gender,-0.4979,6.241923,7.011067,5.862985,7.16755
cs_all,vocal_gender,-0.4526,6.332976,7.062559,5.868288,7.213348
cs_all,vocal_gender,-0.4073,6.399173,7.075761,5.88722,7.248354
cs_all,vocal_gender,-0.3621,6.46372,7.101311,5.868442,7.273286
cs_all,vocal_gender,-0.3168,6.487414,7.1129,5.842231,7.27187
cs_all,vocal_gender,-0.2716,6.555133,7.14428,5.829428,7.304425
cs_all,vocal_gender,-0.2263,6.620227,7.185002,5.802092,7.358289
cs_all,vocal_gender,-0.181,6.65907,7.235283,5.817409,7.403168
cs_all,vocal_gender,-0.1358,6.702395,7.280058,5.787612,7.434104
cs_all,vocal_gender,-0.0905,6.756631,7.291381,5.820351,7.448967
cs_all,vocal_gender,-0.0453,6.785033,7.299479,5.833435,7.441085
cs_all,vocal_gender,0.0,6.790416,7.309166,5.828088,7.45302
cs_all,vocal_gender,0.0435,6.829137,7.336046,5.817313,7.467232
cs_all,vocal_gender,0.087,6.879654,7.361958,5.818131,7.50354
cs_all,vocal_gender,0.1304,6.928398,7.384454,5.827124,7.526402
cs_all,vocal_gender,0.1739,6.974157,7.432079,5.8184,7.560365
cs_all,vocal_gender,0.2174,7.019156,7.448478,5.841201,7.56748
cs_all,vocal_gender,0.2609,7.034156,7.453134,5.800659,7.580019
cs_all,vocal_gender,0.3044,7.086397,7.491671,5.806691,7.617655
cs_all,vocal_gender,0.3478,7.093978,7.492187,5.790691,7.609104
cs_all,vocal_gender,0.3913,7.103419,7.506785,5.813701,7.622303
cs_all,vocal_gender,0.4348,7.160581,7.524076,5.836912,7.645563
cs_all,vocal_gender,0.4783,7.173426,7.521971,5.836926,7.651606
cs_all,vocal_gender,0.5218,7.145009,7.499804,5.824444,7.639642
cs_all,vocal_gender,0.5652,7.163309,7.511283,5.799379,7.659918
cs_all,vocal_gender,0.6087,7.187459,7.504197,5.788143,7.642364
cs_all,vocal_gender,0.6522,7.211539,7.532254,5.779453,7.6864
cs_loc,vocal_gender,-1.922,6.527869,7.226371,5.904282,7.380917
cs_loc,vocal_gender,-1.7939,6.560792,7.221877,5.898879,7.371094
cs_loc,vocal_gender,-1.6657,6.595584,7.252429,5.927312,7.417293
cs_loc,vocal_gender,-1.5376,6.630318,7.269686,5.935449,7.424649
cs_loc,vocal_gender,-1.4095,6.62364,7.264804,5.909581,7.411834
cs_loc,vocal_gender,-1.2813,6.632129,7.255347,5.889452,7.418827
cs_loc,vocal_gender,-1.1532,6.636232,7.265428,5.905077,7.424281
cs_loc,vocal_gender,-1.0251,6.666462,7.28311,5.90179,7.436742
cs_loc,vocal_gender,-0.8969,6.702329,7.291357,5.891743,7.452278
cs_loc,vocal_gender,-0.7688,6.670886,7.285878,5.863961,7.457778
cs_loc,vocal_gender,-0.6407,6.703295,7.286946,5.891442,7.445088
cs_loc,vocal_gender,-0.5125,6.749029,7.284402,5.871189,7.447327
cs_loc,vocal_gender,-0.3844,6.733322,7.27078,5.851709,7.428873
cs_loc,vocal_gender,-0.2563,6.77809,7.310819,5.861304,7.46357
cs_loc,vocal_gender,-0.1281,6.785191,7.298923,5.813356,7.442935
cs_loc,vocal_gender,0.0,6.790416,7.309166,5.828088,7.45302
cs_loc,vocal_gender,0.1022,6.841747,7.325142,5.827021,7.465308
cs_loc,vocal_gender,0.2044,6.846177,7.345577,5.816224,7.471821
cs_loc,vocal_gender,0.3066,6.880818,7.362126,5.824391,7.482004
cs_loc,vocal_gender,0.4087,6.905166,7.389519,5.831071,7.52282
cs_loc,vocal_gender,0.5109,6.916149,7.387103,5.815599,7.527801
cs_loc,vocal_gender,0.6131,6.956716,7.432608,5.845937,7.57225
cs_loc,vocal_gender,0.7153,6.957964,7.437603,5.820116,7.56782
cs_loc,vocal_gender,0.8175,6.992218,7.454599,5.823226,7.594446
cs_loc,vocal_gender,0.9197,6.999344,7.441421,5.831249,7.592023
cs_loc,vocal_gender,1.0219,6.996982,7.41443,5.816186,7.575117
cs_loc,vocal_gender,1.1241,7.021885,7.4422,5.838227,7.603088
cs_loc,vocal_gender,1.2262,7.06611,7.453453,5.835023,7.620463
cs_loc,vocal_gender,1.3284,7.079442,7.472378,5.826026,7.636763
cs_loc,vocal_gender,1.4306,7.087922,7.493451,5.827903,7.67586
cs_loc,vocal_gender,1.5328,7.106469,7.48715,5.82414,7.663684
austeer_all,vocal_gender,-2.3836,6.20626,6.636077,5.512428,6.727385
austeer_all,vocal_gender,-2.2247,6.232885,6.657212,5.51309,6.736294
austeer_all,vocal_gender,-2.0658,6.232994,6.68627,5.518194,6.792466
austeer_all,vocal_gender,-1.9069,6.300817,6.732138,5.510092,6.84041
austeer_all,vocal_gender,-1.748,6.373886,6.802624,5.542693,6.89459
austeer_all,vocal_gender,-1.5891,6.4081,6.808196,5.564175,6.910348
austeer_all,vocal_gender,-1.4302,6.455186,6.885388,5.584332,7.000966
austeer_all,vocal_gender,-1.2713,6.477921,6.901869,5.566528,7.029935
austeer_all,vocal_gender,-1.1123,6.530923,6.967681,5.622964,7.103786
austeer_all,vocal_gender,-0.9534,6.588241,7.028821,5.64267,7.179966
austeer_all,vocal_gender,-0.7945,6.633858,7.075136,5.676232,7.242809
austeer_all,vocal_gender,-0.6356,6.679704,7.158092,5.701918,7.327991
austeer_all,vocal_gender,-0.4767,6.731047,7.212981,5.73325,7.387755
austeer_all,vocal_gender,-0.3178,6.785858,7.259144,5.772848,7.450892
austeer_all,vocal_gender,-0.1589,6.790844,7.296227,5.805685,7.466268
austeer_all,vocal_gender,0.0,6.804934,7.313469,5.8279,7.450903
austeer_all,vocal_gender,0.1349,6.839773,7.351702,5.844477,7.46012
austeer_all,vocal_gender,0.2697,6.79011,7.322252,5.869175,7.412076
austeer_all,vocal_gender,0.4046,6.814563,7.34858,5.910027,7.428802
austeer_all,vocal_gender,0.5395,6.785565,7.324873,5.948341,7.368438
austeer_all,vocal_gender,0.6744,6.761886,7.304658,5.952856,7.359108
austeer_all,vocal_gender,0.8092,6.749759,7.278145,5.953741,7.29618
austeer_all,vocal_gender,0.9441,6.707648,7.254494,5.956561,7.257239
austeer_all,vocal_gender,1.079,6.684193,7.204949,5.970584,7.20978
austeer_all,vocal_gender,1.2139,6.676191,7.196113,5.993614,7.20104
austeer_all,vocal_gender,1.3487,6.684697,7.195312,6.01324,7.194692
austeer_all,vocal_gender,1.4836,6.669855,7.168441,6.009371,7.16824
austeer_all,vocal_gender,1.6185,6.663836,7.140062,6.007215,7.1161
austeer_all,vocal_gender,1.7534,6.653895,7.151781,6.020933,7.131883
austeer_all,vocal_gender,1.8882,6.648706,7.108359,6.024577,7.105235
austeer_all,vocal_gender,2.0231,6.63482,7.102172,6.023961,7.074655
austeer_loc,vocal_gender,-5.2727,6.293002,6.778388,5.778744,6.910891
austeer_loc,vocal_gender,-4.9212,6.333862,6.810742,5.775144,6.951731
austeer_loc,vocal_gender,-4.5697,6.378134,6.871006,5.793755,7.012473
austeer_loc,vocal_gender,-4.2182,6.429864,6.944767,5.797733,7.08022
austeer_loc,vocal_gender,-3.8666,6.456136,6.966295,5.776247,7.091749
austeer_loc,vocal_gender,-3.5151,6.501583,7.011396,5.807492,7.160357
austeer_loc,vocal_gender,-3.1636,6.524751,7.036201,5.804695,7.184502
austeer_loc,vocal_gender,-2.8121,6.566094,7.083186,5.804069,7.24422
austeer_loc,vocal_gender,-2.4606,6.591644,7.127656,5.778842,7.290207
austeer_loc,vocal_gender,-2.1091,6.651249,7.156039,5.816693,7.330251
austeer_loc,vocal_gender,-1.7576,6.662693,7.198327,5.80627,7.382532
austeer_loc,vocal_gender,-1.4061,6.708984,7.23826,5.818175,7.417249
austeer_loc,vocal_gender,-1.0545,6.75902,7.269471,5.827224,7.447494
austeer_loc,vocal_gender,-0.703,6.776467,7.291781,5.818743,7.471413
austeer_loc,vocal_gender,-0.3515,6.795195,7.303017,5.835646,7.467134
austeer_loc,vocal_gender,0.0,6.804934,7.313469,5.8279,7.450903
austeer_loc,vocal_gender,0.2402,6.836174,7.332136,5.805814,7.470433
austeer_loc,vocal_gender,0.4804,6.857195,7.370551,5.838411,7.500794
austeer_loc,vocal_gender,0.7206,6.877561,7.386508,5.862476,7.512044
austeer_loc,vocal_gender,0.9608,6.912502,7.420254,5.896173,7.543574
austeer_loc,vocal_gender,1.201,6.922772,7.426746,5.893345,7.566632
austeer_loc,vocal_gender,1.4412,6.962439,7.481024,5.907027,7.608543
austeer_loc,vocal_gender,1.6814,6.953442,7.468839,5.913577,7.600417
austeer_loc,vocal_gender,1.9216,6.979386,7.467192,5.879083,7.589294
austeer_loc,vocal_gender,2.1618,6.967202,7.464596,5.89664,7.580134
austeer_loc,vocal_gender,2.402,6.978611,7.469886,5.882314,7.584867
austeer_loc,vocal_gender,2.6422,6.952649,7.447082,5.901797,7.565226
austeer_loc,vocal_gender,2.8824,6.960385,7.471718,5.926534,7.573223
austeer_loc,vocal_gender,3.1226,6.959826,7.46693,5.928734,7.563546
austeer_loc,vocal_gender,3.3628,6.915858,7.420734,5.917476,7.522243
austeer_loc,vocal_gender,3.603,6.908759,7.411702,5.919271,7.495636
caa_all,vocal_gender,-46.8475,6.821938,7.29266,5.75166,7.425565
caa_all,vocal_gender,-43.7243,6.82045,7.312774,5.757884,7.459937
caa_all,vocal_gender,-40.6012,6.805199,7.311195,5.744534,7.460388
caa_all,vocal_gender,-37.478,6.789919,7.302274,5.728816,7.449781
caa_all,vocal_gender,-34.3548,6.780026,7.28979,5.738221,7.451066
caa_all,vocal_gender,-31.2317,6.796816,7.314314,5.73853,7.473548
caa_all,vocal_gender,-28.1085,6.79059,7.289446,5.732514,7.448681
caa_all,vocal_gender,-24.9853,6.779587,7.270174,5.76597,7.450881
caa_all,vocal_gender,-21.8622,6.782499,7.270218,5.763755,7.456266
caa_all,vocal_gender,-18.739,6.768307,7.272982,5.760727,7.441021
caa_all,vocal_gender,-15.6158,6.756254,7.252188,5.754942,7.425921
caa_all,vocal_gender,-12.4927,6.760758,7.248754,5.749478,7.436697
caa_all,vocal_gender,-9.3695,6.765905,7.282581,5.755085,7.465901
caa_all,vocal_gender,-6.2463,6.81963,7.290668,5.77924,7.479586
caa_all,vocal_gender,-3.1232,6.825675,7.322127,5.788613,7.503464
caa_all,vocal_gender,0.0,6.804934,7.313469,5.8279,7.450903
caa_all,vocal_gender,3.9761,6.816616,7.345671,5.840661,7.456903
caa_all,vocal_gender,7.9522,6.801479,7.329243,5.850035,7.403044
caa_all,vocal_gender,11.9283,6.78951,7.338536,5.910542,7.407314
caa_all,vocal_gender,15.9043,6.81262,7.341562,5.924446,7.400302
caa_all,vocal_gender,19.8804,6.792763,7.354065,5.967381,7.395272
caa_all,vocal_gender,23.8565,6.767677,7.338195,5.972849,7.386947
caa_all,vocal_gender,27.8326,6.741414,7.273058,5.982773,7.335224
caa_all,vocal_gender,31.8087,6.749091,7.300649,5.985634,7.368196
caa_all,vocal_gender,35.7848,6.760043,7.300732,5.987352,7.365901
caa_all,vocal_gender,39.7609,6.772854,7.292109,5.979579,7.358137
caa_all,vocal_gender,43.737,6.811421,7.309012,6.001001,7.375767
caa_all,vocal_gender,47.713,6.804025,7.279337,6.011191,7.337087
caa_all,vocal_gender,51.6891,6.802373,7.277199,6.00167,7.331323
caa_all,vocal_gender,55.6652,6.814539,7.25644,6.01432,7.326533
caa_all,vocal_gender,59.6413,6.819375,7.242724,6.025506,7.308028
caa_loc,vocal_gender,-173.2238,6.781667,7.286589,5.658099,7.393384
caa_loc,vocal_gender,-161.6755,6.770125,7.25922,5.652126,7.391691
caa_loc,vocal_gender,-150.1273,6.777828,7.26579,5.682323,7.39768
caa_loc,vocal_gender,-138.579,6.765503,7.280117,5.671835,7.419279
caa_loc,vocal_gender,-127.0308,6.777905,7.281753,5.681363,7.440477
caa_loc,vocal_gender,-115.4825,6.751056,7.268139,5.712561,7.431329
caa_loc,vocal_gender,-103.9343,6.766991,7.282101,5.72101,7.443338
caa_loc,vocal_gender,-92.386,6.756127,7.273364,5.727097,7.430602
caa_loc,vocal_gender,-80.8378,6.745008,7.26534,5.732336,7.430078
caa_loc,vocal_gender,-69.2895,6.72916,7.252015,5.738912,7.441005
caa_loc,vocal_gender,-57.7413,6.744341,7.266957,5.743709,7.44781
caa_loc,vocal_gender,-46.193,6.753594,7.295239,5.746856,7.46892
caa_loc,vocal_gender,-34.6448,6.785184,7.304612,5.766712,7.488791
caa_loc,vocal_gender,-23.0965,6.813971,7.309587,5.785958,7.481526
caa_loc,vocal_gender,-11.5483,6.815633,7.313266,5.834414,7.460074
caa_loc,vocal_gender,0.0,6.804934,7.313469,5.8279,7.450903
caa_loc,vocal_gender,8.3147,6.838597,7.356003,5.821466,7.473703
caa_loc,vocal_gender,16.6294,6.843414,7.354853,5.850835,7.476544
caa_loc,vocal_gender,24.9441,6.879699,7.384211,5.888069,7.503685
caa_loc,vocal_gender,33.2587,6.871777,7.386128,5.893651,7.50158
caa_loc,vocal_gender,41.5734,6.904964,7.413621,5.910681,7.531052
caa_loc,vocal_gender,49.8881,6.888923,7.409385,5.887526,7.543844
caa_loc,vocal_gender,58.2028,6.900053,7.399606,5.901352,7.528999
caa_loc,vocal_gender,66.5175,6.924789,7.415967,5.919441,7.558976
caa_loc,vocal_gender,74.8322,6.94982,7.431747,5.936875,7.575759
caa_loc,vocal_gender,83.1469,6.952761,7.445248,5.928028,7.585068
caa_loc,vocal_gender,91.4616,6.953325,7.435541,5.932499,7.569756
caa_loc,vocal_gender,99.7762,6.945934,7.436601,5.935211,7.558365
caa_loc,vocal_gender,108.0909,6.920375,7.417741,5.923658,7.552
caa_loc,vocal_gender,116.4056,6.953635,7.441285,5.931197,7.571948
caa_loc,vocal_gender,124.7203,6.95048,7.440184,5.917708,7.57328
sae,vocal_gender,-14.8568,6.48058,7.112707,5.717928,7.231455
sae,vocal_gender,-13.8663,6.523019,7.132379,5.724344,7.257101
sae,vocal_gender,-12.8759,6.547978,7.158181,5.721389,7.280294
sae,vocal_gender,-11.8854,6.544152,7.136204,5.719748,7.257849
sae,vocal_gender,-10.895,6.556921,7.152854,5.741521,7.270908
sae,vocal_gender,-9.9045,6.596674,7.187815,5.734471,7.320296
sae,vocal_gender,-8.9141,6.605653,7.176691,5.721406,7.3227
sae,vocal_gender,-7.9236,6.614094,7.190128,5.722733,7.331403
sae,vocal_gender,-6.9332,6.626073,7.211137,5.698251,7.354688
sae,vocal_gender,-5.9427,6.625668,7.226952,5.689619,7.396193
sae,vocal_gender,-4.9523,6.68097,7.246088,5.722544,7.417685
sae,vocal_gender,-3.9618,6.714323,7.267021,5.744413,7.438656
sae,vocal_gender,-2.9714,6.7549,7.285741,5.760751,7.455433
sae,vocal_gender,-1.9809,6.77973,7.307816,5.779753,7.476947
sae,vocal_gender,-0.9905,6.779098,7.307424,5.792082,7.462065
sae,vocal_gender,0.0,6.792176,7.314731,5.809456,7.454109
sae,vocal_gender,0.8449,6.853573,7.340977,5.82806,7.474962
sae,vocal_gender,1.6898,6.85943,7.356142,5.872433,7.491693
sae,vocal_gender,2.5347,6.90361,7.39713,5.921332,7.524871
sae,vocal_gender,3.3797,6.938004,7.41776,5.990275,7.537922
sae,vocal_gender,4.2246,6.9455,7.408653,5.989993,7.527216
sae,vocal_gender,5.0695,6.959894,7.409819,5.997668,7.522048
sae,vocal_gender,5.9144,6.97134,7.397329,6.035212,7.531948
sae,vocal_gender,6.7593,6.972896,7.393933,6.023508,7.518218
sae,vocal_gender,7.6042,6.983746,7.394629,6.028368,7.513731
sae,vocal_gender,8.4491,6.971127,7.367678,6.036078,7.495619
sae,vocal_gender,9.294,6.947632,7.345088,6.043379,7.4865
sae,vocal_gender,10.139,6.940692,7.352988,6.051055,7.461466
sae,vocal_gender,10.9839,6.940468,7.35552,6.060729,7.478218
sae,vocal_gender,11.8288,6.941715,7.352694,6.080221,7.475036
sae,vocal_gender,12.6737,6.935773,7.343452,6.107695,7.467357
pci_all,vocal_style,-30.0,6.858072,7.354423,5.814078,7.51598
pci_all,vocal_style,-28.0,6.833735,7.326234,5.795866,7.463402
pci_all,vocal_style,-26.0,6.831065,7.314527,5.82264,7.462763
pci_all,vocal_style,-24.0,6.847365,7.345492,5.8514,7.489034
pci_all,vocal_style,-22.0,6.856728,7.340975,5.822082,7.488723
pci_all,vocal_style,-20.0,6.847692,7.336469,5.827017,7.472899
pci_all,vocal_style,-18.0,6.828114,7.331309,5.834657,7.481389
pci_all,vocal_style,-16.0,6.798901,7.299816,5.817936,7.448021
pci_all,vocal_style,-14.0,6.786466,7.307841,5.815544,7.460397
pci_all,vocal_style,-12.0,6.791346,7.310724,5.822591,7.471073
pci_all,vocal_style,-10.0,6.786003,7.307147,5.808071,7.467761
pci_all,vocal_style,-8.0,6.791239,7.322772,5.827118,7.489187
pci_all,vocal_style,-6.0,6.781254,7.312737,5.82911,7.482113
pci_all,vocal_style,-4.0,6.784711,7.310524,5.822548,7.476412
pci_all,vocal_style,-2.0,6.794555,7.317913,5.828146,7.471919
pci_all,vocal_style,0.0,6.789318,7.310881,5.82865,7.470111
pci_all,vocal_style,2.0,6.79718,7.310989,5.827727,7.467182
pci_all,vocal_style,4.0,6.791347,7.320172,5.834308,7.486059
